"","Extra_rs","Agree_rs","Cons_rs","Neur_rs","Open_rs","Extra_1","Agree_1","Cons_1","Neur_1","Open_1","Extra_2","Agree_2","Cons_2","Neur_2","Open_2","age","race","gender","income","edu","state","ideology","spending","reg_business","govrole_big","strong_gov","less_gov_better","trad_1_r","trad_2","trad_3_r","trad_4","Year","male","Open","Extra","Cons","Agree","Neur","traditionalism","Operational"
"8528",3,5,4,2,4,6,3,6,4,6,5,6,4,6,4,11,1,2,21,2,"AZ",NA,NA,0.5,0,0,0,2,3,2,3,2016,NA,5,4.5,5,5.5,3,2.5,0.125
"8529",2,6,7,1,7,6,2,7,2,7,6,7,1,7,1,7,1,2,17,2,"IL",5,0.833333333333333,0.5,0,0,0,1,5,1,3,2016,NA,7,4,7,6.5,1.5,2.5,0.266666666666667
"8530",3,4,7,3,4,5,4,7,5,7,5,6,1,5,4,4,1,2,23,3,"IL",3,NA,0.5,1,1,1,1,5,2,5,2016,NA,5.5,4,7,5,4,3.25,0.875
"8531",4,7,7,4,6,6,1,6,5,6,4,6,1,4,2,8,1,2,23,3,"MN",6,0.5,0.75,1,1,1,3,4,3,4,2016,NA,6,5,6.5,6.5,4.5,3.5,0.85
"8532",3,4,5,4,5,4,4,4,5,4,5,5,3,4,3,5,1,2,11,3,"OH",5,0.333333333333333,0.5,0,0,0,2,4,3,4,2016,NA,4.5,3.5,4.5,4.5,4.5,3.25,0.166666666666667
"8533",4,3,7,1,7,5,5,7,4,4,4,5,1,7,1,9,1,2,13,3,"PA",NA,0.333333333333333,0.75,1,1,1,3,3,2,3,2016,NA,5.5,4.5,7,4,2.5,2.75,0.816666666666667
"8534",2,4,6,3,4,4,4,6,4,4,6,5,2,5,4,9,1,1,19,2,"NH",5,0.666666666666667,0.5,1,0,0,3,4,3,5,2016,1,4,3,6,4.5,3.5,3.75,0.433333333333333
"8535",2,4,6,2,5,6,4,6,4,6,6,6,2,6,3,11,3,1,11,2,"CA",3,0,0.75,1,1,1,1,3,1,4,2016,1,5.5,4,6,5,3,2.25,0.75
"8536",3,7,7,2,6,6,1,7,1,6,5,6,1,6,2,11,1,1,10,3,"OH",6,NA,0.5,1,1,1,5,4,4,5,2016,1,6,4.5,7,6.5,1.5,4.5,0.875
"8537",6,2,4,6,4,4,6,2,2,2,2,4,4,2,4,1,1,3,23,3,"FL",NA,0.666666666666667,0.75,0,0,0,1,3,3,2,2016,NA,3,5,3,3,4,2.25,0.283333333333333
"8538",4,4,3,2,3,5,4,4,5,5,4,6,5,6,5,11,1,1,14,3,"MD",4,1,0.5,1,1,0,2,3,4,5,2016,1,4,4.5,3.5,5,3.5,3.5,0.7
"8539",3,1,3,3,2,2,7,2,4,2,5,2,5,5,6,3,5,3,7,3,"CA",NA,0.5,0.5,1,0,0,3,3,3,1,2016,NA,2,2.5,2.5,1.5,3.5,2.5,0.4
"8540",1,1,7,2,3,5,7,7,2,6,7,3,1,6,5,1,5,1,7,3,"CA",3,NA,0.5,0,1,1,3,2,4,4,2016,1,4.5,3,7,2,2,3.25,0.625
"8541",6,4,6,2,3,4,4,4,3,5,2,4,2,6,5,7,1,1,14,4,"TX",5,1,0.5,1,1,1,3,4,2,4,2016,1,4,5,5,4,2.5,3.25,0.9
"8542",2,7,6,2,6,3,1,6,2,6,6,6,2,6,2,9,1,2,27,5,"NY",3,0.5,0,0,0,0,2,1,1,1,2016,NA,6,2.5,6,6.5,2,1.25,0.1
"8543",6,3,2,5,7,7,5,4,6,6,2,6,6,3,1,13,5,1,7,1,"IN",3,0.5,0.5,1,0,1,2,4,1,5,2016,1,6.5,6.5,3,4.5,5.5,3,0.6
"8544",2,7,7,3,2,4,1,6,2,5,6,7,1,5,6,4,5,2,15,2,"WA",7,0,0.5,1,0,0,2,1,3,4,2016,NA,3.5,3,6.5,7,2.5,2.5,0.3
"8545",2,2,5,2,4,6,6,7,6,7,6,6,3,6,4,10,1,2,26,5,"TX",6,0.833333333333333,0.5,1,1,1,2,4,2,5,2016,NA,5.5,4,6,4,4,3.25,0.866666666666667
"8546",6,6,6,3,4,6,2,6,2,5,2,6,2,5,4,11,1,2,1,5,"PA",4,0.333333333333333,0.5,0,0,0,5,4,2,4,2016,NA,4.5,6,6,6,2.5,3.75,0.166666666666667
"8547",3,4,6,3,4,5,4,7,5,5,5,6,2,5,4,6,1,1,25,3,"CA",2,0,0.25,0,0,0,3,3,2,3,2016,1,4.5,4,6.5,5,4,2.75,0.05
"8548",4,4,3,6,4,4,4,5,5,4,4,5,5,2,4,7,1,2,NA,2,"TN",NA,NA,0.5,1,1,1,4,4,5,5,2016,NA,4,4,4,4.5,5.5,4.5,0.875
"8549",3,3,6,3,5,6,5,7,2,5,5,7,2,5,3,3,2,2,6,3,"MI",NA,0.166666666666667,0.5,0,0,0,2,4,1,3,2016,NA,5,4.5,6.5,5,2.5,2.5,0.133333333333333
"8550",4,3,4,6,4,4,5,6,4,3,4,6,4,2,4,7,1,1,1,3,"TN",NA,NA,0.5,1,0,0,5,5,5,5,2016,1,3.5,4,5,4.5,5,5,0.375
"8551",5,6,5,5,5,2,2,3,2,3,3,3,3,3,3,6,1,1,15,3,"TX",5,1,0.25,1,1,1,4,3,3,3,2016,1,4,3.5,4,4.5,3.5,3.25,0.85
"8552",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,1,2,28,5,"SD",7,0.5,0.5,1,0,1,5,1,1,1,2016,NA,4,4,4,4,4,2,0.6
"8553",4,4,6,4,4,4,4,6,4,7,4,6,2,4,4,9,5,1,18,1,"GA",NA,NA,0.5,1,1,1,3,3,3,3,2016,1,5.5,4,6,5,4,3,0.875
"8554",3,5,7,2,5,5,3,6,5,5,5,6,1,6,3,9,1,2,NA,4,"TX",5,0.666666666666667,0.5,1,0,1,5,5,4,5,2016,NA,5,4,6.5,5.5,3.5,4.75,0.633333333333333
"8555",4,4,4,4,4,6,4,6,3,4,4,4,4,4,4,6,1,1,13,2,"WA",5,0.833333333333333,0.5,1,1,0,3,3,3,3,2016,1,4,5,5,4,3.5,3,0.666666666666667
"8556",6,6,6,4,6,7,2,7,2,7,2,7,2,4,2,8,1,2,13,4,"WI",4,0.333333333333333,0.5,0,0,0,5,3,1,4,2016,NA,6.5,6.5,6.5,6.5,3,3.25,0.166666666666667
"8557",4,5,6,2,4,5,3,6,2,4,4,4,2,6,4,11,1,1,9,2,"PA",6,0.833333333333333,1,1,1,1,4,3,4,5,2016,1,4,4.5,6,4.5,2,4,0.966666666666667
"8558",5,4,6,3,6,4,4,5,5,5,3,6,2,5,2,5,1,1,18,2,"OR",4,0.333333333333333,0.5,1,0,0,2,4,2,3,2016,1,5.5,4.5,5.5,5,4,2.75,0.366666666666667
"8559",6,4,7,4,6,7,4,6,2,6,2,3,1,4,2,6,1,2,18,5,"VA",6,1,0.5,1,1,1,5,5,4,4,2016,NA,6,6.5,6.5,3.5,3,4.5,0.9
"8560",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,5,2,5,2,"CA",4,0.666666666666667,0.5,1,1,0,3,3,3,3,2016,NA,4,4,4,4,4,3,0.633333333333333
"8561",2,1,5,1,7,6,7,7,6,7,6,6,3,7,1,3,1,1,9,4,"CT",2,0.333333333333333,0.75,0,0,0,1,1,1,1,2016,1,7,4,6,3.5,3.5,1,0.216666666666667
"8562",6,7,7,2,7,5,1,7,1,6,2,6,1,6,1,9,1,2,7,2,"FL",2,0.166666666666667,0.5,0,0,0,1,1,1,1,2016,NA,6.5,5.5,7,6.5,1.5,1,0.133333333333333
"8563",1,7,5,2,7,1,1,6,4,7,7,6,3,6,1,2,1,1,17,3,"NY",4,0,0,0,0,0,1,3,1,2,2016,1,7,1,5.5,6.5,3,1.75,0
"8564",4,3,6,2,2,6,5,7,5,6,4,7,2,6,6,4,5,2,6,3,"TX",NA,0.5,0.5,1,0,0,2,4,1,5,2016,NA,4,5,6.5,5,3.5,3,0.4
"8565",2,2,3,2,3,4,6,6,6,5,6,6,5,6,5,9,2,2,9,3,"GA",NA,NA,0,0,0,0,4,4,2,4,2016,NA,4,3,4.5,4,4,3.5,0
"8566",2,7,7,2,7,7,1,7,1,7,6,6,1,6,1,13,1,2,10,3,"AZ",6,0.666666666666667,0.5,1,1,1,5,5,3,3,2016,NA,7,4.5,7,6.5,1.5,4,0.833333333333333
"8567",1,7,6,1,2,6,1,6,1,6,7,7,2,7,6,7,1,2,25,4,"CA",4,0.5,0.5,1,1,1,5,1,1,3,2016,NA,4,3.5,6,7,1,2.5,0.8
"8568",2,4,6,4,4,4,4,4,3,5,6,7,2,4,4,9,1,1,14,2,"PA",4,0.5,0.5,1,1,1,3,3,3,3,2016,1,4.5,3,5,5.5,3.5,3,0.8
"8569",6,6,5,2,7,7,2,6,1,7,2,7,3,6,1,6,1,2,16,5,"OR",1,0.333333333333333,0,0,0,1,2,1,1,1,2016,NA,7,6.5,5.5,6.5,1.5,1.25,0.266666666666667
"8570",4,5,5,5,5,3,3,3,3,3,4,4,3,3,3,5,2,2,11,2,"FL",NA,0.5,0.5,1,0,0,3,3,3,3,2016,NA,4,3.5,4,4.5,4,3,0.4
"8571",7,7,7,7,7,1,1,1,4,1,1,1,1,1,1,9,2,1,9,3,"MD",NA,0.5,0,0,1,0,5,1,1,5,2016,1,4,4,4,4,5.5,3,0.3
"8572",5,4,6,4,6,6,4,6,4,5,3,4,2,4,2,7,1,1,19,4,"MD",5,0.5,0.75,1,0,1,4,4,2,4,2016,1,5.5,5.5,6,4,4,3.5,0.65
"8573",2,6,7,4,7,5,2,7,2,6,6,6,1,4,1,8,1,1,22,2,"TX",NA,0,0.5,1,0,0,2,3,2,5,2016,1,6.5,3.5,7,6,3,3,0.3
"8574",4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,6,1,2,8,1,"CA",4,0,0.75,1,0,1,3,3,3,3,2016,NA,4,4,4,4,3.5,3,0.55
"8575",7,6,6,2,7,7,2,5,6,7,1,6,2,6,1,7,1,1,25,4,"OH",5,0.666666666666667,0.5,0,0,0,5,5,5,5,2016,1,7,7,5.5,6,4,5,0.233333333333333
"8576",3,6,4,3,2,2,2,5,3,3,5,5,4,5,6,13,1,1,17,2,"KY",6,0.666666666666667,0.5,0,0,1,4,4,4,4,2016,1,2.5,2.5,4.5,5.5,3,4,0.433333333333333
"8577",4,4,6,4,4,5,4,6,3,5,4,6,2,4,4,8,1,1,20,3,"WI",4,0.333333333333333,0.5,1,1,1,3,2,2,4,2016,1,4.5,4.5,6,5,3.5,2.75,0.766666666666667
"8578",6,7,6,1,7,4,1,7,2,7,2,7,2,7,1,4,2,1,12,3,"IL",1,0.333333333333333,0.5,0,1,0,1,3,1,2,2016,1,7,5,6.5,7,1.5,1.75,0.366666666666667
"8579",4,5,7,1,5,3,3,5,1,5,4,3,1,7,3,10,2,1,NA,5,"CA",NA,NA,0.5,0,0,0,3,3,3,4,2016,1,5,3.5,6,4,1,3.25,0.125
"8580",1,4,7,1,6,4,4,6,4,7,7,7,1,7,2,12,1,1,24,5,"MI",5,0.833333333333333,0.75,1,0,1,4,5,4,5,2016,1,6.5,2.5,6.5,5.5,2.5,4.5,0.716666666666667
"8581",6,3,7,2,7,6,5,7,2,7,2,7,1,6,1,3,1,2,18,3,"NV",4,0.666666666666667,0.75,1,1,1,2,2,1,1,2016,NA,7,6,7,5,2,1.5,0.883333333333333
"8582",3,5,6,4,3,4,3,7,5,5,5,6,2,4,5,11,1,2,7,3,"TN",NA,0.5,0.75,1,0,1,5,5,5,5,2016,NA,4,3.5,6.5,5.5,4.5,5,0.65
"8583",2,5,5,2,5,2,3,6,5,3,6,6,3,6,3,4,NA,1,19,3,"MI",6,1,0.5,1,0,1,5,4,NA,4,2016,1,4,2,5.5,5.5,3.5,4.33333333333333,0.7
"8584",5,7,7,1,7,7,1,5,1,7,3,7,1,7,1,4,5,2,11,3,"TX",2,0,0.25,0,1,1,2,1,1,1,2016,NA,7,6,6,7,1,1.25,0.45
"8585",2,2,6,3,4,4,6,7,2,7,6,4,2,5,4,5,1,1,15,3,"AL",4,1,0.75,1,1,1,5,1,3,1,2016,1,5.5,3,6.5,3,2.5,2.5,0.95
"8586",1,6,7,1,3,2,2,6,1,2,7,7,1,7,5,6,1,2,21,4,"MA",4,0.5,0.5,1,1,1,2,1,5,2,2016,NA,2.5,1.5,6.5,6.5,1,2.5,0.8
"8587",4,6,6,4,3,4,2,6,5,5,4,6,2,4,5,4,1,2,11,3,"MO",NA,NA,0.5,0,0,0,3,3,3,4,2016,NA,4,4,6,6,4.5,3.25,0.125
"8588",3,5,4,2,4,5,3,6,2,5,5,6,4,6,4,8,1,1,24,4,"MD",4,0.833333333333333,0.25,0,0,0,4,2,2,4,2016,1,4.5,4,5,5.5,2,3,0.216666666666667
"8589",4,4,5,4,5,4,4,5,4,4,4,4,3,4,3,2,1,2,7,2,"AL",7,NA,0.5,0,0,0,4,4,3,4,2016,NA,4.5,4,5,4,4,3.75,0.125
"8590",2,6,7,2,6,5,2,7,2,4,6,6,1,6,2,11,1,1,27,4,"GA",2,0.333333333333333,0,0,0,0,1,1,2,1,2016,1,5,3.5,7,6,2,1.25,0.0666666666666667
"8591",2,3,7,3,5,3,5,6,6,7,6,6,1,5,3,3,1,1,19,4,"FL",3,0.166666666666667,0.25,0,0,0,1,1,1,1,2016,1,6,2.5,6.5,4.5,4.5,1,0.0833333333333333
"8592",6,4,4,3,4,2,4,5,2,4,2,4,4,5,4,8,1,1,20,2,"MI",4,0.666666666666667,0.5,1,1,1,4,4,2,4,2016,1,4,4,4.5,4,2.5,3.5,0.833333333333333
"8593",5,5,6,1,6,7,3,7,1,7,3,7,2,7,2,2,2,2,3,3,"MS",NA,0.666666666666667,0.25,0,0,0,1,4,1,4,2016,NA,6.5,6,6.5,6,1,2.5,0.183333333333333
"8594",3,3,7,4,4,4,5,7,5,3,5,7,1,4,4,10,1,2,19,3,"PA",7,NA,0.5,0,0,0,1,5,2,5,2016,NA,3.5,3.5,7,5,4.5,3.25,0.125
"8595",3,4,2,2,2,6,4,7,6,5,5,6,6,6,6,11,1,2,14,2,"LA",7,1,0.25,0,0,0,3,5,3,5,2016,NA,3.5,4.5,4.5,5,4,4,0.25
"8596",7,3,7,2,7,6,5,7,1,5,1,6,1,6,1,6,2,1,16,2,"GA",NA,0.666666666666667,0.5,0,0,1,1,3,3,3,2016,1,6,6.5,7,4.5,1.5,2.5,0.433333333333333
"8597",3,5,3,3,5,1,3,5,3,5,5,5,5,5,3,1,1,1,11,2,"NY",2,0.166666666666667,0.5,0,0,0,2,2,2,1,2016,1,5,2,4,5,3,1.75,0.133333333333333
"8598",4,4,6,4,3,4,4,6,5,5,4,5,2,4,5,9,1,2,NA,4,"UT",5,0.5,0.5,0,0,NA,3,4,3,5,2016,NA,4,4,6,4.5,4.5,3.75,0.25
"8599",5,5,5,2,5,2,3,6,3,6,3,4,3,6,3,4,1,1,27,4,"MN",3,0.5,0.5,1,1,1,2,1,2,2,2016,1,5.5,3.5,5.5,4.5,2.5,1.75,0.8
"8600",4,4,7,2,4,4,4,7,2,6,4,6,1,6,4,3,1,1,7,3,"PA",NA,0.5,0.5,0,0,0,3,4,2,3,2016,1,5,4,7,5,2,3,0.2
"8601",4,4,4,4,5,4,4,4,5,2,4,5,4,4,3,2,1,1,5,4,"RI",NA,NA,0.5,1,1,0,4,3,3,3,2016,1,3.5,4,4,4.5,4.5,3.25,0.625
"8602",7,6,2,2,7,6,2,6,1,6,1,2,6,6,1,7,1,1,27,3,"OH",6,1,0.75,1,1,1,2,3,4,5,2016,1,6.5,6.5,4,4,1.5,3.5,0.95
"8603",6,7,6,4,6,5,1,6,1,5,2,6,2,4,2,11,1,1,NA,5,"VA",4,0.333333333333333,0.5,0,0,0,2,2,2,4,2016,1,5.5,5.5,6,6.5,2.5,2.5,0.166666666666667
"8604",3,3,6,2,7,5,5,7,3,6,5,7,2,6,1,4,1,2,23,5,"CA",2,0.166666666666667,0.25,0,0,0,2,1,2,1,2016,NA,6.5,4,6.5,5,2.5,1.5,0.0833333333333333
"8605",1,7,4,4,3,1,1,7,4,5,7,6,4,4,5,9,1,2,22,3,"NJ",NA,0.5,0.5,0,0,0,3,4,2,3,2016,NA,4,1,5.5,6.5,4,3,0.2
"8606",1,7,6,2,6,1,1,6,5,6,7,7,2,6,2,9,1,2,19,3,"IL",5,0.666666666666667,0.5,1,1,1,3,4,1,4,2016,NA,6,1,6,7,3.5,3,0.833333333333333
"8607",5,1,7,4,6,5,7,7,6,4,3,3,1,4,2,NA,1,1,NA,3,"OR",NA,1,0.5,1,0,1,5,5,5,5,2016,1,5,5,7,2,5,5,0.7
"8608",4,5,6,2,2,3,3,6,2,6,4,6,2,6,6,6,1,2,20,5,"KY",2,0.666666666666667,0.5,1,0,0,2,1,1,3,2016,NA,4,3.5,6,5.5,2,1.75,0.433333333333333
"8609",4,4,4,4,4,4,4,7,4,4,4,4,4,4,4,5,1,1,7,3,"FL",NA,NA,1,1,1,1,3,3,3,3,2016,1,4,4,5.5,4,4,3,1
"8610",7,6,6,2,6,6,2,6,2,6,1,6,2,6,2,11,2,1,14,4,"VA",NA,0.333333333333333,0.75,0,0,0,1,2,1,2,2016,1,6,6.5,6,6,2,1.5,0.216666666666667
"8611",2,7,7,2,6,4,1,6,1,4,6,6,1,6,2,9,1,2,14,2,"PA",6,1,0.5,0,0,0,1,2,1,5,2016,NA,5,3,6.5,6.5,1.5,2.25,0.3
"8612",5,2,6,3,5,5,6,7,2,7,3,3,2,5,3,7,1,1,13,2,"TN",2,NA,0.5,1,1,1,3,2,1,1,2016,1,6,5,6.5,2.5,2.5,1.75,0.875
"8613",2,6,6,2,4,5,2,6,4,5,6,5,2,6,4,11,1,2,21,5,"TN",6,0.666666666666667,0.75,1,1,1,5,4,3,4,2016,NA,4.5,3.5,6,5.5,3,4,0.883333333333333
"8614",6,6,7,1,7,6,2,7,1,6,2,6,1,7,1,9,2,2,15,4,"CA",4,0.5,0.5,0,0,0,5,4,2,3,2016,NA,6.5,6,7,6,1,3.5,0.2
"8615",3,3,3,4,2,6,5,6,6,2,5,6,5,4,6,11,1,1,11,3,"ID",4,0.666666666666667,0.5,1,1,1,5,5,2,5,2016,1,2,4.5,4.5,4.5,5,4.25,0.833333333333333
"8616",4,7,7,1,4,7,1,7,1,7,4,7,1,7,4,5,2,2,5,1,"TX",1,0.333333333333333,0,1,0,0,5,4,2,1,2016,NA,5.5,5.5,7,7,1,3,0.266666666666667
"8617",1,3,6,2,6,6,5,7,4,4,7,6,2,6,2,3,1,1,18,3,"MT",7,1,0.5,1,1,1,4,4,2,4,2016,1,5,3.5,6.5,4.5,3,3.5,0.9
"8618",7,4,5,5,7,5,4,3,7,3,1,7,3,3,1,4,1,2,11,3,"WA",NA,0.333333333333333,0.75,0,0,0,4,3,1,2,2016,NA,5,6,4,5.5,6,2.5,0.216666666666667
"8619",4,6,3,2,5,5,2,6,5,4,4,6,5,6,3,13,1,1,20,5,"CA",2,0.333333333333333,0.25,0,0,0,3,2,1,3,2016,1,4.5,4.5,4.5,6,3.5,2.25,0.116666666666667
"8620",4,3,2,5,6,2,5,3,7,6,4,7,6,3,2,3,1,1,14,4,"MI",6,NA,0.5,0,0,0,2,1,1,1,2016,1,6,3,2.5,5,6,1.25,0.125
"8621",4,3,5,4,5,5,5,5,6,5,4,3,3,4,3,6,1,2,20,5,"ME",5,0.5,0.75,1,1,1,3,3,3,3,2016,NA,5,4.5,5,3,5,3,0.85
"8622",3,4,6,2,6,4,4,7,5,4,5,5,2,6,2,10,1,1,1,3,"OR",2,0.166666666666667,0.5,0,0,0,2,1,1,1,2016,1,5,3.5,6.5,4.5,3.5,1.25,0.133333333333333
"8623",4,5,7,4,6,6,3,5,6,5,4,6,1,4,2,11,1,2,1,3,"CA",4,0.833333333333333,0.75,1,0,1,2,4,2,4,2016,NA,5.5,5,6,5.5,5,3,0.716666666666667
"8624",3,6,4,4,4,6,2,6,5,3,5,7,4,4,4,5,1,2,24,5,"OK",4,0.666666666666667,0.5,0,0,0,4,2,3,3,2016,NA,3.5,4.5,5,6.5,4.5,3,0.233333333333333
"8625",5,6,6,5,6,4,2,5,4,6,3,6,2,3,2,9,1,1,26,4,"CA",4,0.166666666666667,0,1,1,0,3,5,1,2,2016,1,6,4.5,5.5,6,4.5,2.75,0.433333333333333
"8626",3,3,3,3,2,5,5,7,4,5,5,6,5,5,6,13,1,2,13,1,"NY",5,0.5,0.25,1,0,0,5,4,2,5,2016,NA,3.5,4,5,4.5,3.5,4,0.35
"8627",4,4,4,2,7,6,4,7,4,7,4,7,4,6,1,7,1,2,23,3,"IA",4,1,0.75,1,1,1,1,5,1,5,2016,NA,7,5,5.5,5.5,3,3,0.95
"8628",2,6,7,1,5,5,2,7,4,3,6,7,1,7,3,NA,6,2,NA,3,"MD",5,1,0.5,1,0,1,3,4,3,4,2016,NA,4,3.5,7,6.5,2.5,3.5,0.7
"8629",5,4,7,5,6,6,4,7,4,6,3,5,1,3,2,10,2,1,2,3,"MS",NA,NA,0,0,0,0,2,2,2,2,2016,1,6,5.5,7,4.5,4.5,2,0
"8630",3,6,7,2,6,6,2,7,2,5,5,5,1,6,2,11,1,2,21,3,"CA",6,0.833333333333333,0.5,0,0,1,4,4,2,4,2016,NA,5.5,4.5,7,5.5,2,3.5,0.466666666666667
"8631",3,6,7,2,5,6,2,7,1,6,5,6,1,6,3,6,1,2,NA,4,"FL",4,0.666666666666667,0.75,1,1,1,2,2,1,2,2016,NA,5.5,4.5,7,6,1.5,1.75,0.883333333333333
"8632",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,5,2,5,3,"TX",NA,NA,0.5,1,0,0,3,3,3,3,2016,NA,4,4,4,4,4,3,0.375
"8633",2,6,7,2,7,3,2,6,2,6,6,6,1,6,1,7,1,1,25,4,"OH",4,0.666666666666667,0.75,1,1,1,2,1,1,2,2016,1,6.5,2.5,6.5,6,2,1.5,0.883333333333333
"8634",5,4,4,4,3,4,4,7,5,5,3,4,4,4,5,11,1,1,14,3,"PA",NA,0.5,0.5,0,0,0,2,3,3,3,2016,1,4,4.5,5.5,4,4.5,2.75,0.2
"8635",2,4,3,4,4,4,4,5,5,5,6,6,5,4,4,12,1,2,15,3,"CA",6,0.833333333333333,0.5,1,1,1,5,4,2,5,2016,NA,4.5,3,4,5,4.5,4,0.866666666666667
"8636",4,7,7,1,2,6,1,7,2,6,4,6,1,7,6,9,1,1,13,1,"WI",4,0.5,0.5,1,0,1,2,3,3,3,2016,1,4,5,7,6.5,1.5,2.75,0.6
"8637",4,7,7,1,6,5,1,6,3,5,4,7,1,7,2,3,6,2,15,3,"TX",5,0.666666666666667,1,1,1,0,5,5,3,3,2016,NA,5.5,4.5,6.5,7,2,4,0.733333333333333
"8638",1,7,7,2,7,5,1,7,1,6,7,7,1,6,1,7,1,2,1,3,"PA",4,0.833333333333333,0.75,1,1,1,5,5,5,5,2016,NA,6.5,3,7,7,1.5,5,0.916666666666667
"8639",3,7,7,2,2,3,1,6,2,5,5,4,1,6,6,11,1,1,20,4,"RI",6,0.833333333333333,0.75,1,1,1,2,3,2,4,2016,1,3.5,3,6.5,5.5,2,2.75,0.916666666666667
"8640",1,7,7,1,7,4,1,7,1,7,7,7,1,7,1,6,2,2,3,3,"NC",NA,0,0.5,0,0,0,5,5,3,3,2016,NA,7,2.5,7,7,1,4,0.1
"8641",3,3,6,2,4,7,5,6,4,7,5,6,2,6,4,8,1,1,19,4,"OH",6,0.833333333333333,0.75,1,1,1,5,4,2,5,2016,1,5.5,5,6,4.5,3,4,0.916666666666667
"8642",4,5,7,3,7,5,3,7,5,5,4,6,1,5,1,8,1,1,23,2,"KS",6,0.833333333333333,0.5,0,0,0,3,3,2,2,2016,1,6,4.5,7,5.5,4,2.5,0.266666666666667
"8643",2,6,4,4,4,4,2,6,5,5,6,6,4,4,4,8,2,2,1,3,"AL",NA,0.5,0.75,0,0,0,2,3,4,3,2016,NA,4.5,3,5,6,4.5,3,0.25
"8644",4,4,7,2,6,6,4,7,3,6,4,6,1,6,2,9,1,2,14,5,"CO",4,0.5,0.5,1,1,1,4,4,2,4,2016,NA,6,5,7,5,2.5,3.5,0.8
"8645",4,6,6,2,6,5,2,6,4,6,4,6,2,6,2,12,1,1,23,5,"OR",2,0.5,0.5,0,0,0,1,3,3,2,2016,1,6,4.5,6,6,3,2.25,0.2
"8646",2,2,2,2,4,6,6,7,1,7,6,6,6,6,4,7,2,2,6,2,"FL",NA,NA,0.5,1,0,0,1,3,2,4,2016,NA,5.5,4,4.5,4,1.5,2.5,0.375
"8647",5,7,7,3,7,5,1,6,5,5,3,6,1,5,1,4,1,2,18,3,"CA",6,0.833333333333333,0.5,1,1,1,3,5,3,5,2016,NA,6,5,6.5,6.5,4,4,0.866666666666667
"8648",4,3,6,3,4,6,5,6,5,4,4,6,2,5,4,12,1,1,12,4,"FL",6,0.666666666666667,0.5,1,0,0,2,4,3,4,2016,1,4,5,6,4.5,4,3.25,0.433333333333333
"8649",3,6,6,2,4,4,2,6,3,3,5,7,2,6,4,10,1,1,25,4,"OH",NA,0.333333333333333,0.25,0,0,0,2,3,1,5,2016,1,3.5,3.5,6,6.5,2.5,2.75,0.116666666666667
"8650",6,6,7,1,7,7,2,7,3,7,2,6,1,7,1,9,1,2,15,2,"KY",6,NA,0.75,1,0,1,4,4,2,5,2016,NA,7,6.5,7,6,2,3.75,0.6875
"8651",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,9,2,"PA",3,0.833333333333333,0.5,1,1,0,3,3,3,3,2016,1,4,4,4,4,4,3,0.666666666666667
"8652",2,5,6,2,6,3,3,6,2,6,6,6,2,6,2,3,5,1,13,2,"NE",NA,0.5,0.25,0,1,0,4,4,1,4,2016,1,6,2.5,6,5.5,2,3.25,0.35
"8653",5,2,5,3,6,6,6,7,6,6,3,7,3,5,2,4,1,2,19,3,"MD",4,1,0.5,1,0,0,1,5,4,4,2016,NA,6,5.5,6,4.5,4.5,3.5,0.5
"8654",7,4,7,1,4,6,4,7,2,6,1,6,1,7,4,6,1,1,22,4,"OH",5,0.833333333333333,0.75,1,1,1,5,4,2,3,2016,1,5,6.5,7,5,1.5,3.5,0.916666666666667
"8655",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,2,2,"PA",NA,NA,0.5,0,0,0,3,3,3,3,2016,1,4,4,4,4,4,3,0.125
"8656",2,4,6,4,4,3,4,6,4,4,6,5,2,4,4,10,1,1,21,3,"AR",6,0.833333333333333,0.5,1,1,1,4,5,4,4,2016,1,4,2.5,6,4.5,4,4.25,0.866666666666667
"8657",3,4,2,2,2,4,4,5,5,3,5,6,6,6,6,5,5,2,13,2,"CA",5,NA,0.5,0,0,1,3,3,5,5,2016,NA,2.5,3.5,3.5,5,3.5,4,0.375
"8658",2,3,5,2,6,1,5,6,5,5,6,5,3,6,2,10,1,2,22,5,"TX",5,0.5,0.75,1,1,1,4,3,4,1,2016,NA,5.5,1.5,5.5,4,3.5,3,0.85
"8659",4,4,7,2,6,6,4,7,4,6,4,6,1,6,2,9,1,1,22,2,"IN",7,0.833333333333333,0.5,1,1,1,5,5,3,5,2016,1,6,5,7,5,3,4.5,0.866666666666667
"8660",3,4,7,2,6,6,4,7,1,6,5,7,1,6,2,5,1,2,1,3,"NC",NA,0.5,0.5,1,0,1,4,3,1,4,2016,NA,6,4.5,7,5.5,1.5,3,0.6
"8661",7,6,5,2,5,6,2,6,3,6,1,6,3,6,3,6,1,2,19,4,"IN",5,0.5,0.75,1,1,1,5,1,1,1,2016,NA,5.5,6.5,5.5,6,2.5,2,0.85
